row_index,employee,text_columns_used,comment_text,positive_score,negative_score,matched_phrases,basis
405,(unknown employee),body,"Thanks.  I have shared these with Jeff Gossett (gas risk lead) and Scott 
Earnest (products risk lead).  I will be curious to hear about the plan that 
your DBA's have devised today.  Thanks for you help and attention to these 
problems.",0,1,,negative_word_score
408,(unknown employee),body,"Please let me know whether or not you will be there.  Please try to be there 
by 8:15.",0,1,,negative_word_score
409,(unknown employee),body,"I have this on my calendar.  At this point, I do not plan to bring anyone 
else to the meeting.  --Sally 



Sharron Westbrook @ ENRON

08/18/2000 04:22 PM",0,1,,negative_word_score
411,(unknown employee),body,"Invitations have been mailed to all VP's and above for the annual Enron 
Management Conference to be held at the Hyatt Hill Country in San Antonio 
November 15-17.  Hopefully, you have received your invitation (more to save 
the date than to provide any detail at this point).  If you have not received 
your invitation, please let me know.",0,1,,negative_word_score
412,(unknown employee),body,"Dear Sally,

Please let me know if you did not receive my voicemail (not sure I pressed 
all of the required buttons)

Best regards

Shona",0,3,,negative_word_score
413,(unknown employee),body,"I can't make it this week, but I will bring in your jersey . . . bitch!",0,1,,negative_word_score
414,(unknown employee),body,"Good Day:

Attached is our monthly TradeSpark SO2 and OTC NOx Market Price Indices for 
February 2001.

Please give us a call if you have any questions or comments regarding our 
bulletins.

NOTE: The attached bulletin is in Adobe Acrobat 4.0.  If you do not have 
Adobe Acrobat Reader version 4.0, go to the URL below to download this free 
software.

http://www.adobe.com/products/acrobat/readstep.html

Thank you,

Joshua Piver

Trade Spark  212-938-4250
-----------------------------------------------------------------------
If you would prefer not to receive further messages:
1. Click on the Reply button.
2. Replace the Subject field with the word remove.
3. Click the Send button.
You will receive one additional e-mail message confirming your removal.









 - 022301so2nox.mpi.pdf",1,3,,negative_word_score
417,(unknown employee),body,"I have asked my assistant Patti to help me in setting up meetings for next 
week and I had asked her to arrange  a lunch with you and Brent, plus some 
time for just the two of us to get together.  

We are continuing the worldwide operations/controls review at the request of 
the two Rick's (Causey and Buy).  That will include a look at Continental 
power, UK power, UK gas and global products.  Looks as if sometime in April 
will be the date for that, however, not next week.  --Sally 






Barry Pearce
03/14/2000 08:29 AM",0,1,,negative_word_score
418,(unknown employee),body,"Almost all trades executed under Merrill Lynch have been assigned to 
Allegheny.  It is my understanding that Merrill will no longer be trading 
financial or physical power.  The deals that Merrill will retain are as 
follows
217397
425780
513602
517785
528054

If you have questions, please let me know.",0,1,,negative_word_score
421,(unknown employee),body,"I would be willing to swap 1st round picks with you for your 1 and a high 4th 
round pick

Let me know",0,1,,negative_word_score
424,(unknown employee),body,"Eric,

Thanks for running the league.  It was fun.  And
thanks for selecting Boumann as your QB in the first
round of the playoffs.  And tell P-Love that I
appreciated him leaving Warner for me at the 7th pick
in the draft.

Anyway, since I no longer work in the Enron building,
it would probably be easiest to drop a check in the
mail:

Reagan Mathews
17210 Canyon Stream Ct.
Houston, TX  77095

By my calculation the amount should be:
$608.5

(1614-840) x 75% = 580.5 + $28 = $608.5.

$28 comes from...my total costs of -132, plus my paid
amount of 120, plus my winnings of 40. 

The reason I bring this up is that it looks like the
""Finances"" page of the website is double counting the
$50 entry fee.  Anyway, let me know if you have a
different number for the distributions.

-Reagan



__________________________________________________
Do You Yahoo!?
Send your FREE holiday greetings online!
http://greetings.yahoo.com",1,2,,negative_word_score
427,(unknown employee),body,"Attached are two of TradersNews Energy's three new  hourly indexes, for the 
ComEd and TVA hubs. We will send you these new hourly  indexes at no charge 
until March 19, when we formally launch them on our Web  site, at 
www.tradersnewsenergy.com.
?
If you'd like to receive our ERCOT hourly index or have questions or  
feedback about that region, e-mail Suzanna Strangmeier, at 
suzanna.strangmeier@ipgdirect.com.
?
Otherwise, please contact me with any feedback or  questions. Thank you.
?
Bobette  Riner???????????????????????????????  
Director of Indexes
TradersNews Energy
713/647-8690
FAX:  713/647-7552
cell: 832/428-7008
bobette.riner@ipgdirect.com
http://www.tradersnewsenergy.com
?
?
 - comedhrly030501.doc
 - tvahrly030501.doc",0,1,,negative_word_score
431,(unknown employee),body,"Hey don,

I stopped by and missed you.  Write back to me with your problems and I can work on them whenever.

Also, does your group have any need for Lotus Notes?  We are planning to get rid of it and will need to move some things off.

Let me know.



Daniel A. Muschar 
Trader Support Group 
CCNA, MCSE, CNA, A+ 
Pager: 877.582.5484
Can also text page: 8775825484@skytel.com or daniel.muschar@enron.com",0,1,,negative_word_score
443,(unknown employee),body,"Susan discussed with you this bad $1000 proposed penalty for one week or more in length transmission requests that are accepted by MISO, but not confirmed by the Customer.  Attached is a draft protest that we will file Monday.",0,2,,negative_word_score
446,(unknown employee),body,"Sally

I gave this presentation to John Sherriff, Richard Lewis and Joe Gold this 
afternoon - lots of interesting feedback !

Would love to take you through this  - I also took Joel Henenberg through an 
early draft version and suggested we should discuss it on a call with 
yourself and Mary next week.

There are some significant issues arise around Thunderball and Global Markets 
which we have started to discuss with Kevin Swenney and Cindy Horn ( I missed 
my opportunity to take Brent through all the issues this afternoon but will 
try to get to him soon ).

Hope all is well - speak to you soon

Mike",1,3,,negative_word_score
447,(unknown employee),body,"Don,

I am working on setting up physical delivery capability for Midwest markets and would like to talk to you for a few minutes concerning hourly market liquidity in ComEd and Cinergy.  Do you have some time to meet tomorrow morning with myself and Guy Sharfman?

Jeff",0,1,,negative_word_score
449,(unknown employee),body,bring the kids.... but they can't have any booze!,0,1,,negative_word_score
455,(unknown employee),body,2 Rows again tonight for half priced pizza- and yes I am a fat #$&%!,0,1,,negative_word_score
466,(unknown employee),body,"i just slept on it wrong so i couldn't move it to the left on friday.  how 
was the graduation and the party.  i am sorry i missed it.

-e




Danielle Samson <DanielleS@JonesGranger.com> on 05/16/2000 09:10:49 AM",0,1,,negative_word_score
467,(unknown employee),body,"Hi Don,

How are you?  Mark told me that you had mentioned to him that I could send
my resume to you again regarding the analyst position.  Thank you very much
for offering to help again, I really appreciate it! I think the position
sounds very interesting and I would love to have the opportunity to speak
with someone about it.

I have attached my resume in Word 2000. Please feel free to contact me if
you have any questions.

Have a great weekend!

Thanks again.

Christine Walton

_________________________________________________________________
Get your FREE download of MSN Explorer at http://explorer.msn.com/intl.asp

 - Christine Walton Resume2.doc",2,5,,negative_word_score
476,(unknown employee),body,"Check out the latest version of Enron Business Online at home.enron.com.  
Click on Publications, then on Enron Business and ""Volume 3, 2000"".  In 
celebration of Enron's 15th birthday, this issue includes a trivia quiz on 
the history of the company.  Five winners will be randomly drawn from correct 
entries to win a Millennium Zippered Padfolio with removable CD storage, 
numerous pockets, writing pad and pen holder.  Also, watch for your print 
version in the mail - it includes a full-color poster of Enron's milestones 
from 1985 until now!

In this issue:

Enron Caribbean power barge drops anchor in Guatemala;
Enron starts a commodity market in credit risk with EnronCredit.com;
Enron Argentina's venture begins to bloom;
Transwestern's fast track solution resolves market bottleneck;
Enron acquires MG plc, the world's leading independent metal marketer; and
How WorkLife programs are making Enron the best place to work.",1,2,,negative_word_score
490,(unknown employee),body,"To Market Participants:

At the Market Issues Forum yesterday, Jeanne Sole led the presentation on
Distributed Generation, presenting the initial ISO thinking based on recent
proceedings and feedback from participants.   In the context of the CPUC
proceeding on distributed generation, the ISO has identified ISO
requirements that should be clarified or revised to accommodate distributed
generation.    The ISO has scheduled a meeting on August 31 , in Folsom,
from 10:30 AM -3 PM  to discuss its initial ideas on
clarifications/revisions. The ISO invites entities interested in discussing
these ideas and other ideas related to distributed generation to attend.  It
is our schedule now to take this issue to the Governing Board in October.

The ISO will distribute information on its initial ideas along with more
information on the location of the meeting by Friday August 18.



Don Fuller

Director, Client Relations",0,2,,negative_word_score
492,(unknown employee),body,"This is a message from Kerry. 

I just converted and moved Larry Campbell (lcampbe) to the W2K server.  He 
uses ESIS.  I successfully converted the tables and have the links corrected 
(logged in as kgramse), however Larry cannot use the system.  I received a 
message while logged in as Larry stating that the data/application was 
""Read-Only"" when I attempted to re-link the tables.  

Please check the permissions on GTROS-FS01P\APPSRW 

Thanks,

Kerry",0,1,,negative_word_score
493,(unknown employee),body,"Cooper,

 Did you add some more security to the expost hourly summary?  It keeps 
asking me for additional passwords and domain.  What do I need to enter?

Phillip",0,1,,negative_word_score
497,(unknown employee),body,"We will look forward to seeing you on the 17th.  Glad we could work out a 
date.  




""White, Cara"" <CWhite@texas.usta.com> on 06/06/2000 11:19:12 AM",0,1,,negative_word_score
499,(unknown employee),body,"Sally,
I've booked the company to do the 2-3rd August. If its OK with you, I'll get 
some time in your diary to discuss with you who you want to attend this and 
the structure and content of these days to see how we can maximise the value 
from this session.

Tim

Patti - could you schedule me 30 minutes with Sally please early in w/c 7/17? 
Thanks",0,1,,negative_word_score
500,(unknown employee),body,"Can you get me info on the options with Dell?  I won't make it by to speak 
with them myself today.  Thanks.",0,1,,negative_word_score
510,(unknown employee),body,"Sally, 
This is the feedback from Sheri Thomas' direct reports.   It is well written 
and constructive.   I told Dale that I would forward it to you and that I was 
sure that you would appreciate the feedback.    
You may want to use it as part of your PEP evaluation.   
Let me know if there is anything else that you would like for me to do with 
this information.    
Hope it puts a smile in your day. 
hgm",0,3,,negative_word_score
512,(unknown employee),body,"It is imperative that we have our books flat by 6:00 a.m..  This problem is 
not going to go away.  We need to make sure that before we go home no matter 
what shift you are working that these books are flat, NO EXCUSES.  Everyone 
must contribute and be aware of keeping all the books flat.  Day shift should 
have all their positions flat and if not flat, you need to leave the night 
shift with proper information so that they can flatten out the position.  
Night shift should run the scheduling activity report for each region and 
make sure that every book is flat by 6:00 a.m.  AGAIN THERE ARE NO EXCUSES.",0,7,,negative_word_score
517,(unknown employee),body,"Don,

I have re-activated your account to TradersNews Energy.  You will have to
re-logon.

Please go to our home page at www.tradersnewspower.com.  Click on any link.
Scroll down to the logon box on the left and enter your Username and
Password

        Username = enron        (all lower case)
        Password = power        (all lower case)

Hit enter.

Please contact me if you have any problems.

Best Regards,

Barbara Clancey
Customer Support Representative
Internet Publishing Group, Inc.
215-504-4288 x222
barbara.clancey@ipgdirect.com",0,1,,negative_word_score
520,(unknown employee),body,"Sally and Bob, 
Please visit your GIS profile and update any necessary information for the 
January 8th, 2001 meeting.    I've outlined the two steps that you need to 
take to reach the GIS information  window.    Please call me @ 36703 if I can 
be of assistance. 
Thanks, hgm

Go to this screen first on our intranet and click on ""HR Global 
Applications"".   This will take you to the GIS environment. 


Click the GIS tab and update your data for the January 8th meeting if 
necessary.   If you need to update any information click the issues tab on 
the top right hand side and report any required changes.     Just to be safe, 
let me know what your requested changes are so that I can follow up on their 
update.",0,1,,negative_word_score
522,(unknown employee),body,"Please find the interview packet for the above-referenced candidate.  The 
interview will occur on Thursday January 11, 2001.  Please print all 
documents for your reference.  A hardcopy of the resume will be delivered via 
runner.  If you have any questions, or conflicts of schedule, please do not 
hesitate to call me.





Shawn Grady
58701",0,1,,negative_word_score
525,(unknown employee),body,"Don 
I want to thank you for passing my Resume to the appropriate person there. I will have a job interview tomorrow with Lydia Delgado (Human Resources) and Marc Dana Davis (not sure what department since Miss Delgado just mention ""Trading"").
I also want to take this opportunity to let you know that another friend of mine is looking into Enron, and I mention him that you could have a position open in your area. He has worked with us for 2-3 years now, and I fully recommend him.
I will ask him to send you a copy of his resume, and I hope that you can help. 
I want to thank you again for your help. 
Sincerely, 
Jose C. Vulpes 
Sr. FX Trader 
Banamex Houston 
713 739 8740 
800 882 8740 
jvulpes@banamex.com",0,4,,negative_word_score
526,(unknown employee),body,"On November 17, 2001 between 01:00 and 05:00 Entergy will be switching to an OASIS node provided by ESCA. During the outage customers will NOT have access to the current OASIS site provided by MAIN. Once the OASIS comes back online there will be a link at the current OASIS site provided by MAIN that will direct customers to the new OASIS site provided by ESCA. Once the new OASIS node is up, the customers should not have any trouble accessing the site.

You have received this email because your email address is listed as a valid customer email with Tradewave.  If you feel you have received this email in error, please contact your system administrator and have your profile changed or removed from Tradewave.

Entergy Transmission Operations",0,3,,negative_word_score
527,(unknown employee),body,"I understand that Ashley Worthing has been hired by Enron to start work this 
summer.  I think that she is graduating from Texas A&M.  She is my cousin's 
daughter, so I am just curious whether or not she is coming in as an 
analyst.  Please let me know if that is the case.  Thanks.",0,1,,negative_word_score
537,(unknown employee),body,"Don,
?
I have extended your trial to TradersNews Power  until February 28.? You may 
have to re-logon.? 
?

Please go to our home page at www.tradersnewspower.com. ?Click  on any link. 
?Scroll down to the logon box on the left and enter your  Username and 
Password  
?
??????? Username =?EnronHr1????????????????  (case sensitive)
??????? Password  =?power????? ??????????????? (all  lower case)
?
Hit enter.

Please contact me if you have any  problems.

Best Regards,
?
Barbara Clancey
Customer Support Representative
Internet Publishing Group, Inc.
215-504-4288 x222
barbara.clancey@ipgdirect.com


?",0,1,,negative_word_score
541,(unknown employee),body,"Hi Don,

Just wanted to get this out to you in the hope that you havent worked on January's and this month's schedule. I had already planned to be in Denver to ski (know any good resorts?) and then spend the new year with my family..earlier the plan was to do this from the26th onwards..as scheduled, but since we might not get our vacation from Enron at all.. I was wondering if everything being exegient, I could take off a little early and arrive into say the 4th or so of Jan?

This of course being that I dont upset too many other schedules and no news occurs upon us which would preclude this.

Also on an unrelated note..the people from Trader News called and wanted prices,...but I have not sent them anything not knowing our legal position on the same.


See you in a bit.


Regards,


Punit.",1,6,,negative_word_score
545,(unknown employee),body,"Hi Don,

  I was just following up to my last email regarding the status of job opportunities in your group.  I had a death in the family and was out last week.  I know you guys are probably coming up on bidweek now and have very little time to interview.  I would really like a one on one with you to discuss opportunities as soon as you can  make some time available.  As I mentioned before, having had the opportunity to go up and observe the guys helped tremendously.  Thank you again for that.  This is exactly  what I want to do.  I hate to come out sounding like a pest, but, I am eager to start.   I want to work the night shift and get back into the fasted paced environment.  Thank you for your time, Don, hoping to hear from you soon.  

Sincerely,

Zarin Imam

X56788",0,3,,negative_word_score
547,(unknown employee),body,"(See attached file: travis resume.doc)
----------------------------------------------------------------
The information transmitted is intended only for the person or entity to
which it is addressed and may contain confidential and/or privileged
material.  Any review, retransmission, dissemination or other use of, or
taking of any action in reliance upon, this information by persons or
entities other than the intended recipient is prohibited.   If you received
this in error, please contact the sender and delete the material from any
computer.
 - travis resume.doc",0,1,,negative_word_score
549,(unknown employee),body,"Jim,

Is there going to be a conference call or some type of weekly meeting about 
all the regulatory issues facing California this week?  Can you make sure the 
gas desk is included.

Phillip",0,1,,negative_word_score
551,(unknown employee),body,"Due to a variety of circumstances we did not migrate employees to the UBSWE environment tonight (Monday, February 4, 2002). We will communicate further details of the migration plan on Tuesday, February 5, 2002.

Thank you for your cooperation in advance, please contact the Resolution Center at x 3-1411 should you have any questions.

UBSW Energy Global Infrastructure",0,2,,negative_word_score
558,(unknown employee),body,"PRC Meetings begin on Monday, November 20th.  If you have not already done 
so, please go in to PEP at http://pep.corp.enron.com and complete the 
requests for feedback on the employees listed below.

If you have any questions, please call the PEP Help Desk at:

Houston:  1-713-853-4777, Option 4
London:  44-207-783-4040, Option 4
E-mail:  perfmgmt@enron.com

Thank you for your participation.



    BASS, ERIC P",0,1,,negative_word_score
560,(unknown employee),body,"There will be a meeting on Wednesday May 23 th at 03:30-5:00 in 3125 with the developers of Foster/Sahara.  The previous meeting notice for the Fundamental group for Tuesday May 22nd has been cancelled due to a lack of meeting room space after the fundy meeting.  Please attend if you are interested in using Enrons transmission tool (Foster) or want to provide input on the future of a hourly one deal entry system (Sahara).

Objective: To review the existing capability of Foster and Sahara.  Provide feed back to the Foster and Sahara groups on new features that would enhance the existing capability of these applications.
Foster
Overview - what is Foster?
Functionality and Features
Questions
Sahara 
Overview - what is Sahara?
Functionality and Features
Questions

Thanks.",0,1,,negative_word_score
563,(unknown employee),body,"Since the NBA season begins tonight, we need to have the fantasy basketball 
draft today @ 10:30 AM. Tell me if this is ok.  If you do not remember the 
rules, go to the link below and scroll down to the bottom of the page to the 
rules link.

The Academy will roll once again!

And by the way plove, it is last day for everyone.  You can take 1 minute out 
of every half hour today to make a pick.  Everyone else has agreed.  Besides 
it won't be as much fun without my whipping boy again.

basketball.commissioner.com/efba
 
I never heard anything back from Walker's Westies so The Rounders are taking 
his spot.

-Eric",0,5,,negative_word_score
566,(unknown employee),body,"Attached please find information which has been sent to active and inactive deferral plan participants regarding the status of their deferred compensation accounts.   The information consists of a letter which provides details of account balance(s) by plan, life-to-date contributions under most plans, general Q&A's regarding top hat non-qualified deferral plans, the process for preserving a claim with the bankruptcy court and a sample claim form.  We have received many calls and think that this will answer most questions.  Any additional questions regarding deferrals may be forwarded to executive.compensation@enron.com, voice mail 713-345-7960, or to P. O. Box 1188 in care of the Deferral Plan Administration group for a written response.  

We will continue to work with Weil, Gotshal, and Manges LLP to exhaust any reasonable effort as it relates to making payments to the participants of Enron's deferral plans.  

If you have questions, please call me at x35816.

Pam Butler",0,1,,negative_word_score
582,(unknown employee),body,"1) Y2K Team:  Let me know if you would like to send a notes mail message from 
you to the individuals that were here on Saturday, January 1 for the Y2K 
testing.  I have created an address list that contains those names that I 
could forward to Susan Skarness to use for that purpose.  

2) Draft Memo from Rick Causey:  Attached is a draft memo that Rick Causey 
proposes to send this week that describes a coordination role that I will 
play on certain operational policies and procedures that should be 
coordinated in all trading locations.   I have left you some comments 
regarding this on my voice mail.  I would welcome your comments or 
questions.",0,3,,negative_word_score
585,(unknown employee),body,"Attached is June's Curve Validation memorandum.  Please do not hesitate to 
call if you have any questions.

Gary
X35502",0,1,,negative_word_score
586,(unknown employee),body,"Don, I was interested in coming up this week and sitting with the night shift 
again.  Who would you suggest I sit with this week?  Also, when do you 
anticipate a decision being made concerning hiring additional personnel for 
the night shift?  Thanks again, Jay M. Blaine",0,3,,negative_word_score
587,(unknown employee),body,"The following files contain a graphical view of the average deal count per 
month by Commodity for EOL and OTC transactions since the launch of 
EnronOnline. This information is for comparitive analysis only.  Do not 
update links when opening these files.  


AVERAGE DEAL COUNTS FOR ALL COMMODITIES





NA GAS BREAKOUT BY REGION (Non-Averaged, including Volume and Notional Value)





If you have any questions regarding this breakout, please contact one of the 
following:

Torrey Moorer x3-6218
Matt Motsinger x3-5221
Pete Berzins x5-7594


Pete 
EnronOnline",0,1,,negative_word_score
598,(unknown employee),body,"No trades with PG&E until further notice.

Kayne",0,1,,negative_word_score
607,(unknown employee),body,"Please send me $110 for dues by the week 3 games (9/17).  If I do not have 
your money by this time you will forfeit games until I receive.

-the commish",0,1,,negative_word_score
608,(unknown employee),body,"Associate & Analyst Programs
Y2K Survey

In an effort to solicit your feedback, the Associate and Analyst Programs are 
initiating a survey regarding program management, recruiting, HR, the PRC 
process and more.  We value your honest feedback and would appreciate you 
taking a few moments to complete the attached survey.  

The survey responses will be sent directly to an outside party for 
compilation.  These results will be communicated to you by October 13 so 
please respond no later than October 6.


Please find below the link to our Y2K Survey.

A&A Mgmt Survey",0,2,,negative_word_score
610,(unknown employee),body,"Attached below is a follow-up from my recent trip to London.  After reading 
through the document, I would like James to  schedule a teleconference 
meeting for Friday to discuss this further before forwarding it to the 
Commercial team.  I can meet anytime after 7:30 am Houston time.

Thanks,
Todd",0,1,,negative_word_score
612,(unknown employee),body,"TradersNews Energy today officially launched its new hourly indexes for
ERCOT, TVA/SERC and ComEd/MAIN. As a result, we will no longer be e-mailing
you the indexes you have been receiving during our free, pre-launch
examination.

To ensure you keep getting the benefit of these exclusive price discovery
and hedging tools, call TradersNews Energy Sales toll free at 1-888-TNE-1006
to learn how you can subscribe.

The three new indexes join our original hourly indexes (and our daily and
forward indexes) for Cinergy, AEP/Northern ECAR and Entergy/SPP.

 All TradersNews Indexes are available through direct feeds or via our
website at www.tradersnewsenergy.com

                                        Visit Us at Energy Expo, Houston.
Booth #922



Bobette Riner
Director of Indexes
TradersNews Energy
713/647-8690
FAX: 713/647-7552
cell: 832/428-7008
bobette.riner@ipgdirect.com
http://www.tradersnewsenergy.com",0,1,,negative_word_score
613,(unknown employee),body,"I didn't get back from the meeting with Causey and Buy until just before 6:00 
today - not that the meeting was long - Rick Causey was just running late so 
we cooled our heels outside his office for quite a while before getting 
started.  I decided that midnight would be outside the bounds of office 
dedication, so I did not call!  Enjoy your time off tomorrow and on Monday.  
My plans are to take off next week, and to be back in the office to work the 
week between Christmas and New Years.  I wouldn't recommend taking your time 
during your day off to call, but if you finish your Christmas shopping and do 
want to call, my calendar is free all afternoon after lunch tomorrow.  Wish I 
could send you with a shopping list for me!!",0,8,,negative_word_score
617,(unknown employee),body,"I though this link was pretty funny and sick at the same time.
When a drug dealer is compared to the US president, you know we have problems!

http://www.washingtonpost.com/wp-srv/aponline/20001015/aponline015737_000.htm",0,1,,negative_word_score
620,(unknown employee),body,"Stephanie,

Sally would like to renew this subscription.  I'm sorry I did not respond 
earlier.  Her co. # is 0413 & CC # 105588.
Please let me know if you require additional information.

Thanks,
Patti Thompson x39106


   
	Enron North America Corp.
	
	From:  Stephanie E Taylor                           12/12/2000 04:34 PM",0,3,,negative_word_score
622,(unknown employee),body,"Here is the schedule

Thursday 7th Dec.

10:30  Tracee Bersani
12:30  Gautam Gupta
1:30  Nathan Will
2:30  Eric Bass
3:30  Steve Jacobellis
4:30  Virawan Yawapongsiri
5:30  Kenneth Shulklapper

Friday 8th Dec.

9:00  Ying Lin
10:00  John Howton


Monday 11th Dec.

8:00  Seth Hurwitz

Need response from IIan Caplan and Jennifer Newbrough as to availability.  I 
will contact Ricardo to schedule a phone interview.

Remember to send me the following as soon as possible, but definately before 
we meet;

Education
Brief job history (non-ene)
Rotations at Enron and to whom you reported
Current job description (projects underway, etc.)
Accomplishments this year (include 1st half)
Name of supervisor that can comment best on your year

Thanks",0,1,,negative_word_score
627,(unknown employee),body,"Hi,
 
    Previously I forwarded an email to you which contain a list of options products we are considering making markets in.
 
    Many of you have asked for more details on these (exotic) options products.
 
    In response to this request, I will be periodically forward modules to your attention which give further details on these options products.
 
    Please do not hesitate to contact me if you have any questions, comments, etc.
 
Regards,
Iris
Power Options Trading Desk
x3-6711",0,2,,negative_word_score
629,(unknown employee),body,"Hey Dad,
Unfortunately, Vegas kicked my butt, but I had fun.  I would love to go to 
Uncle George's B-day party.  Are guests invited as well b/c Shanna would like 
to go.
I heard you had fun with the sister this weekend - what did you do?

-e




""Larry W. Bass"" <lwbthemarine@bigplanet.com> on 02/20/2001 01:03:57 PM",1,3,,negative_word_score
636,(unknown employee),body,"Account number - 753190032

Dear DON BAUGHMAN,

It is that time of year again! Please take a moment to renew your FREE
subscription to CFO Magazine.

CFO gives you the extra financial tools needed in today's market-up to
minute buying advice, case histories, business and financial news, ideas,
strategies and tactics.

To continue receiving CFO Magazine, please use the following link to the
CFO subscription form.

http://www.responsetrack.net/lnk/halldata1/?138RP02QEED

Renew today and join the ranks of corporate leaders who make CFO the most
requested magazine in business.

Sincerely,

Kevin M. Quinlan
Publisher

CFO respects your privacy. If you would like to unsubscribe
from future emails please click on the following link:
http://remove.responsetrack.net/?138RP02QEED",0,2,,negative_word_score
639,(unknown employee),body,"I think we are making great progress on the systems side.  I would like to 
set a deadline of November 10th to have a plan on all North American projects 
(I'm ok if fundementals groups are excluded) that is signed off on by 
commercial, Sally's world, and Beth's world.  When I say signed off I mean 
that I want signitures on a piece of paper that everyone is onside with the 
plan for each project.  If you don't agree don't sign. If certain projects 
(ie. the gas plan) are not done yet then lay out a timeframe that the plan 
will be complete.  I want much more in the way of specifics about objectives 
and timeframe.

Thanks for everyone's hard work on this.

John",1,2,,negative_word_score
641,(unknown employee),body,"Loan Decision:           Referred

Application Number:   725068.01

   Decision Date:       4/5/2001

Borrower Information:

   Applicant:              Don Cliff Baughman

Product Information:  Personal Loan



Special Instructions:
Your loan request has been sent to our main office for further review.
You will be notified of the decision within 24-48 hours.

PLEASE NOTE: This is not an active email account, and is only used for
returning loan decisions.  Please do not reply to this email address, as
it will not reach a recipient.",0,3,,negative_word_score
642,(unknown employee),body,"For some reason your e-mail to Shanna and I was quarantined by enron b/c of virus issues.  What did you send?  It looked like links to Fairfield and Waco weather.
 
Let me know.
 
-Eric",0,2,,negative_word_score
644,(unknown employee),body,When is your big day again?????  keep me informed!!,0,1,,negative_word_score
654,(unknown employee),body,volumes are still down - i have no clue on the merger. you hear something new each day,0,1,,negative_word_score
655,(unknown employee),body,"Attached is a revised Credit Watch listing as of 4/23/01.   Please note that 
NUI Utilities, Inc. has been placed on ""No Trades"".
If there are any personnel in your group that were not included in this 
distribution, please insure that they receive a copy of this report.
To add additional people to this distribution, or if this report has been 
sent to you in error, please contact Veronica Espinoza at x6-6002.
For other questions, please contact Bill Bradford at x3-3831, Russell Diamond 
at x5-7095, or Brant Reves at x3-9897.",0,3,,negative_word_score
656,(unknown employee),body,"Hey guys I need help Shawn with Staffing called to schedule some interviews 
for the manager position for 24hr group.  Here are  the following slots that 
we avialable I need to know where to put you at.  So if you would get 
together and decide that would be great.   There will be 2 candidates on 
Thursday just let me know what you decide.  I need to know ASAP today so we 
can get this finalized if you have any questions please let me know.

Monday 8th in EB3127 with Bruno Messer
2:30
3:00
3:30
4:00

Wednesday 10th in EB3127 with John Jamroz
2:30
3:00
3:30
4:00

Thursday 11th in EB3125b with Brad Orosey
2:30
3:00
3:30
4:00

Thursday 11th in EB3127 with Eric Blair
2:30
3:00
3:30
4:00


Thanks
Lisa Shoemake x39194",1,2,,negative_word_score
659,(unknown employee),body,"Patti delivered to Sharron's desk this week a copy of my 2000 
accomplishments.   You should find that when you return to the office.  Let 
me know if for some reason you do not have that copy, and I will have another 
delivered.  

Have a happy new year!  I will be at the Cotton Bowl watching Meagan's drill 
team perform - and also watching some of the game.  Thankfully, no emotional 
attachment to either team in that game!  I just hope that we don't freeze.  
--Sally",1,2,,negative_word_score
660,(unknown employee),body,"Since you never gave me the $20 for the last time we bet on CU/Texas, I figured I would give you the chance to go double or nothing on the second round.  I think the line is Texas -9.  Let me know.",0,2,,negative_word_score
661,(unknown employee),body,"Can you get me info on the options with Dell?  I won't make it by to speak 
with them myself today.  Thanks.",0,1,,negative_word_score
664,(unknown employee),body,"did you talk to christen?  what does she want to do tonight?
e",0,1,,negative_word_score
665,(unknown employee),body,"Amber---

Marriott fell off July 1, 2000 behind BUG.

LC",0,1,,negative_word_score
666,(unknown employee),body,"Enron in Action can be accessed through the new Community Relations web site at http://cr.enron.com/eia.html .  In this week's issue you will find out information regarding:

Enron Happenings 
Sponsor a Child - Win a Ticket to Cirqie du Solei

Enron Volunteer Opportunities
Saint Nicholas Needs Your Help!
Nutcracker Volunteer Opportunity
Camp Noah - Daycamp for Children Recovering from Disaster
Thanksgiving Volunteer Opportunity

Enron Wellness
Holiday Fashion Show & Luncheon
Weight Watchers

In addition, Enron in Action is available through a channel on my.home.enron.com.  To add this channel to your set-up click on the channels link at the top of the screen and under announcements check the Enron in Action box.  

If you wish to add an announcement to Enron in Action, please fill out the attached form below and submit it to mailto:eia@enron.com no later than 12 PM Thursday each week.",0,2,,negative_word_score
668,(unknown employee),body,"Thanks for your help.

There really are no material changes for Texas.  The only issue that I see is 
the month to month change in volumes between December and November 99.  This 
was due primarily to slightly cooler temperatures (Entex takes were slightly 
higher) and an extra day of flow (31 vs. 30).  Let me know if you have 
further questions.


Thanks,

Eric
x3-0977",0,2,,negative_word_score
669,(unknown employee),body,"Please find the interview packet for the above-referenced candidate.  The 
interview will occur on Monday January 8, 2001.  Please print all documents 
for your reference. A hardcopy of his resume will be delivered by hand. If 
you have any questions, or conflicts of schedule, please do not hesitate to 
contact me.




Shawn Grady
58701",0,1,,negative_word_score
679,(unknown employee),body,sure.  have you decided on what you would like us to bring?,0,1,,negative_word_score
680,(unknown employee),body,"I want to place a $1 bid for Matt Hasselback- QB GB


I WOULD ALSO LIKE TO CANCEL MY BID FOR MIKE ANDERSON",0,1,,negative_word_score
